,airline_sentiment,negativereason,airline,text_clean
6016,0,,Southwest,fortunemagazine like airlines congrats
6017,0,,Southwest,hi guys good morning
6018,1,Can't Tell,Southwest,email address send thoughts experience really not good amp feedback
6019,0,,Southwest,southwest definitely favorite airline fly
6020,0,,Southwest,congratulations
6021,1,Late Flight,Southwest,great flight delayed three hours friend wait airport hours birthday
6022,0,,Southwest,guess ashley great job presenting ragandisney http co 5znmwxdi9u
6023,0,,Southwest,using social business roadmap develop intelligent path embed social across enterprise ragandisney
6024,0,,Southwest,adds new direct flights columbus oakland amp boston starting august 2015 cmh oak bos
6025,0,,Southwest,anyway pay get priority boarding 1 15
6026,1,Late Flight,Southwest,thirty lives birthday 24th not seeing imagine dragons destinationdragons
6027,0,,Southwest,thank integrating passbook ios works much better
6028,1,Late Flight,Southwest,friend lucky enough see destinationdragons live birthday fan years thirty lives
6029,0,,Southwest,fan imagine dragons since 2012 fave band destinationdragons bday get tix
6030,0,,Southwest,whats flight 4464 ft myers milwaukee
6031,0,,Southwest,birthday destinationdragons could get tix http co 07xhcacjax
6032,0,,Southwest,please bring back rdu fll direct route noticed missing starting late flight august flights always packed
6033,1,Can't Tell,Southwest,enter every contest destinationdragons lose
6034,1,Can't Tell,Southwest,main supporter play jesus portrayed homosexual partner judas performs gay wedding boycott
6035,0,,Southwest,hi know wn4287 already delayed 9 35pm tonight thanks
6036,1,Can't Tell,Southwest,giving everyone tix destinationdragons except birthday
6037,0,,Southwest,birthday destinationdragons im huge fan anyway get tickets
6038,0,,Southwest,thanks agent boarding 1137 atl aus left wallet inbound found
6039,1,Customer Service Issue,Southwest,sent conf number yesterday
6040,0,,Southwest,iphone app passbook support whoot little things life
6041,0,,Southwest,thanks
6042,0,,Southwest,read tweet gap process folks take multiple flights one day
6043,0,,Southwest,know plane coming sw flight 4464 rsw mke
6044,1,Flight Booking Problems,Southwest,well fun lasted not happy change redeeming reward points wo not loyal anymore
6045,1,Late Flight,Southwest,delay flight 423 bdl mco need get florida amp races daytona
6046,0,,Southwest,aww thanks love
6047,1,Flight Attendant Complaints,Southwest,learn give folks multiple flights day boarding position least not give boarding passes
6048,0,,Southwest,mco thanks
6049,0,,Southwest,schedule open end october got columbus day wknd new england 50k points 4 check calendar
6050,0,,Southwest,new logo going look amazing airplanes
6051,0,,Southwest,rapids rewards member lovetotravel chaching
6052,0,,Southwest,okay signed
6053,0,,Southwest,next deal going happen poor college student trying fly orlando instead drive august lol
6054,0,,Southwest,appreciate reply rt luxclark sorry keep waiting laura agent shortly cb
6055,0,,Southwest,booked flights morning ca not wait move country
6056,0,,Southwest,love guys take airlines week makes love appreciate much onlywaytofly
6057,1,Bad Flight,Southwest,getting leathery heat 4251 even get vegas
6058,1,Bad Flight,Southwest,first flight ever flight 4251 already technical issues faaaannntastic
6059,0,,Southwest,trying get mexico september affordable nonstop flights
6060,1,Can't Tell,Southwest,feels flight 4251 http co jm8gq1kgrf
6061,0,,Southwest,think group could use nice cold drinks get air 21
6062,1,Bad Flight,Southwest,stuck 4251 heat blasting try thaw water lines kinda disappointed first flight rr member
6063,1,Late Flight,Southwest,love friendly staff asking updates delayed flights causing missed connections horribleattitudes
6064,0,,Southwest,dm sent thanks much responding response timely missed
6065,1,Can't Tell,Southwest,hates guitar players chgd oversize extra bag acoustic guitar epic fail
6066,0,,Southwest,passengers automatically rebooked flights original cancelled flighted weather etc
6067,0,,Southwest,thank flights going nashville guys rock disneyprincesshalfmarathon girlsweekend bffs
6068,1,Late Flight,Southwest,flt 463 san jose ca gt denver co delayed 2 hrs easily best flight touchdown years flying keep
6069,0,,Southwest,thx ops agt rich westagard n flight att nancy den airport held flight 1027 n even saved seat 4 bus select customersfirst
6070,0,,Southwest,real mvp prices
6071,0,,Southwest,ugh kicking missing destinationdragons need imaginedragons back life http co sbehi46bmk
6072,0,,Southwest,chance get tickets vegas stop missed chance enter contest love id death
6073,0,,Southwest,chance flight took count 3 mean signed sw wifi air 2 2
6074,0,,Southwest,southwestair saw promo list plane monday fly two times qualification period 1 2
6075,0,,Southwest,hilarious flight attendants vegas detroit tonight http co nw7vx7dgmf
6076,1,Lost Luggage,Southwest,spoke soon bag lost
6077,0,,Southwest,flightspots time mobileboarding must
6078,0,,Southwest,love bridesmaid dancing ca not wait fly puerto vallarta kick united ass
6079,0,,Southwest,tbuccherifrnc3e takes 13 5 hours fly chicago beijing united 12 fly vegas omaha sw
6080,0,,Southwest,airline understands us military families unpredictable changes pound
6081,0,,Southwest,get tiks destinationdragons omg id love plz im dying
6082,1,longlines,Southwest,humor aside stuck plane two hours gate bags not loaded correctly gives
6083,1,Late Flight,Southwest,sitting gate two hours waiting bags loaded telling herb
6084,0,,Southwest,pr class would luv know charge twitter many people write tweets gracias
6085,0,,Southwest,giving tix destinationdragons show would appreciate one two la flying phl lax friday
6086,0,,Southwest,chance get tix velourlive imaginedragons tweeting since january 26 destinationdragons
6087,0,,Southwest,1 guest needs change flight reservation 2 need happen say please help
6088,0,,Southwest,inflight entertainment tonight willie nelson impersonator sang passengers peanutsandtoons http co kcddod7uff
6089,1,Flight Attendant Complaints,Southwest,rude gate agent bwi tonight gate b8 6 5hr delay flight 1172 think little training order
6090,0,,Southwest,looking forward using passbook fly weeks
6091,0,,Southwest,heard saving 30k year fuel not carrying around skymall ripskymall
6092,0,,Southwest,passngr requires wheelchair gt plane sits exit row wld b physically capable help emergency
6093,0,,Southwest,134 early bird check ins told no flythroughs good flight otherwise
6094,0,,Southwest,fantastic thank
6095,1,Late Flight,Southwest,sat plane 2 hrs 2 15 finally took
6096,0,,Southwest,great flight phoenix dallas tonight great service time makes timieyancey happy http co tkvcmhbpim
6097,1,Cancelled Flight,Southwest,flight cancelled flighted tonight told not receive travel voucher inconvenience really policy
6098,0,,Southwest,guys clever http co qn5odugfqk
6099,1,Flight Booking Problems,Southwest,fly swa lot always purchase eb never past a30 rethinking swa process misleading
6100,0,,Southwest,southwestair amazing view approach lax tonight http co a68d5fulmh
6101,1,Customer Service Issue,Southwest,today sporadically changed flight departure 5 times amp left two hours late flight uncharacteristic u http co txhyj40llg
6102,0,,Southwest,really appreciate bhm commercial aired today bet bookofnegroes
6103,0,,Southwest,new flights come midnight
6104,0,,Southwest,looks like february 19 2015 open schedule sale october 30 2015 know time
6105,1,Can't Tell,Southwest,yes extra 77 wonder going yo loose room
6106,0,,Southwest,winners imaginedragons destinationdragons
6107,1,Flight Booking Problems,Southwest,flight oakland sna 7 30 asked take 5 30 even 5 empty sests answer no
6108,0,,Southwest,travel savannah ga airline not luv r u going fly savannah pleeeease
6109,1,Customer Service Issue,Southwest,could care customer reasonable request
6110,0,,Southwest,flying chicago lax phx go spotting lax phx airports flying back chicago
6111,0,,Southwest,thanks replying se not conf love aviation southwest wanted 18th fly swa day
6112,1,Late Flight,Southwest,going stop flying delays everytime time due paperwork
6113,1,Lost Luggage,Southwest,thnx hopefully nxt flight got 3 shows wknd worst case turn sweatshirt inside
6114,0,,Southwest,southwestair thanks taking notch leinenkugels craftbeer goodflight norfolk http co tgsljjn6g0
6115,0,,Southwest,cant look confirmation number moment mobile email no longer inbox
6116,1,Customer Service Issue,Southwest,receive bad customer service ended spending several hundred dollars accommodate family cxl flight
6117,0,,Southwest,thank u not leaving nice job running thru airport catch connecting flight
6118,1,Customer Service Issue,Southwest,keeps saying mobile boarding passes unavailable despite checked everything
6119,0,,Southwest,thanks much making night cannot wait trip next week http co nbz45jcd1r
6120,1,Customer Service Issue,Southwest,app isnt working take like two hours help
6121,1,Can't Tell,Southwest,not take knoxville yall fav help
6122,0,,Southwest,imaginedragons info destinationdragons amp sammi jon3s need know
6123,0,,Southwest,filing thank response
6124,0,,Southwest,destinationdragons word winners contest chance tix provo destinationdragons show fingers crossed
6125,0,,Southwest,writing service via email company also transports well 100 clients monthly via sw
6126,0,,Southwest,one heck airline http co cyoonzftdc
6127,0,,Southwest,thanks good air side caution
6128,1,Customer Service Issue,Southwest,understand weather not fault frequent flyer expected better customer service trying delta
6129,0,,Southwest,yay dependents id wife children eligible use discount use phone inperson
6130,1,Bad Flight,Southwest,flight 952 leaving las vegas 5 40pm arriving chi mid 11 00 pm
6131,0,,Southwest,woohoo made day looked could not find thank
6132,1,Can't Tell,Southwest,not even gluten free peanuts whyyy
6133,0,,Southwest,dates fly go past august 7 2015
6134,0,,Southwest,great flight 4223 damion best damionflight4223
6135,1,Customer Service Issue,Southwest,please update website
6136,0,,Southwest,yo internjohnradio mrerickv give plane back mad amp threatening take away companion pass luv
6137,1,Bad Flight,Southwest,kaneshow internjohnradio mrerickv everything return jet go miami
6138,1,Late Flight,Southwest,inclement weather flights left dca today plane appeared coming aus
6139,0,,Southwest,whoa thanks wanted hear early flight coming thanks reply
6140,0,,Southwest,working piece military discounts hearing offer one give specifics confirm thank
6141,0,,Southwest,imaginedragons pick someone destination dragons
6142,0,,Southwest,anticipate cancelled flightlations flights nashville tomorrow thank
6143,0,,Southwest,thx fingers crossed found
6144,0,,Southwest,info destinationdragons winners announced amp best friend hoping win thanks
6145,0,,Southwest,far good http co 16c9ex79rk
6146,0,,Southwest,dmed guys
